Name,ISIN,Ticker,Morningstar Fair Value Status,Morningstar Rating Overall,Price/Fair Value,Morningstar Fair Value Per Share,Fair Value Uncertainty,Consider Buying,Consider Selling,Economic Moat,Business Risk Pillar,Moat Trend,Morningstar Credit Rating,Moat Source - Cost Advantage,Moat Source - Efficient Scale,Moat Source - Intangible Assets,Moat Source - Network Effect,Moat Source - Switch Cost,Quantitative Fair Value Estimate Base Currency,Quantitative Valuation,Quantitative Valuation Score,Quantitative Valuation Uncertainty,Quantitative Valuation Uncertainty Score,Quantitative Financial Health,Quantitative Financial Health Score,Quantitative Moat,Quantitative Moat Score,Payout Ratio TTM,Div Growth % 1 Yr (FY 1),Div Growth % 3 Yr (FY 1),Div Growth % 5 Yr (FY 1),Div Growth % 10 Yr (FY 1),Dividend Yield % TTM,Market Cap (mil) (Daily) Base Currency,Equity Style Box (Long),Daily Closing Price 2021-06-16 Base Currency,Return (Day to Day) 2021-05-17 to 2021-06-16 Base Currency,Price 52 Wk High Base Currency,Price 52 Wk Low Base Currency,Beta 3 Yr (Mo-End),Beta 5 Yr (Mo-End),EBT Margin % 1 Yr - FY1,ROIC (TTM),Rev Growth % 1 Yr (FY 1),Rev Growth % 3 Yr (FY 1),Rev Growth % 5 Yr (FY 1),FCF Growth % 1 Yr - FY1,FCF Growth % 3 Yr - FY1,CFO Growth % 3 Yr - FY1,Book Value per Share Growth % 3 Yr,Financial Health Grade,P/E Ratio (TTM) (Long),P/E Ratio 5 Yr Avg,PEG Ratio,Earnings Yield % TTM,Sector,Industry,GICS Sector,GICS Industry,GICS Sub-Industry,SecId,Company Id,Exchange Country,Ticker,ROIC % (TTM),ROIC % FY 1,ROIC % 1 Yr Year2008,ROIC % 1 Yr Year2009,ROIC % 1 Yr Year2010,ROIC % 1 Yr Year2011,ROIC % 1 Yr Year2012,ROIC % 1 Yr Year2013,ROIC % 1 Yr Year2014,ROIC % 1 Yr Year2015,ROIC % 1 Yr Year2016,ROIC % 1 Yr Year2017,Return on Equity TTM 2021-05,ROE % FY 1,ROE % FY 2,ROE % FY 3,ROE % FY 4,ROE % FY 5,ROE % FY 6,ROE % FY 7,ROE % FY 8,ROE % FY 9,ROE % FY 10,Probability of Default,Sustainalytics Rating Date,Sustainalytics Peer Group Name,Sustainalytics ESG Risk Classification,Sustainalytics ESG Risk Score,ESG Risk Rating Assessment,Notable Material ESG Issue 1,Notable Material ESG Issue 2,Notable Material ESG Issue 3,ESG Risk Exposure Score,ESG Risk Managed Score,Sustainalytics Environmental Risk Score,Sustainalytics Social Risk Score,Sustainalytics Governance Risk Score,Company Controversy Level Descriptor,Company Highest Controversy Level,Company Highest Controversy Topics,,,
Zebra Technologies Corp,US9892071054,ZBRA,Active,2,1.32,385.00,High,231.00,596.75,Narrow,,Stable,,No,No,No,No,Yes,391.12,Overvalued,0.77,Medium,0.10,Moderate,0.67,Wide,0.99,0.00,,,,,,"27,114.15",Mid Growth,506.70,4.10,518.66,244.32,1.64,1.59,12.59,18.80,-0.83,6.12,4.03,43.43,27.88,26.26,36.80,A,41.70,74.64,2.03,2.35,Technology,Communication Equipment,Information Technology,,,0P0000061P,0C000009S6,United States,ZBRA,18.80,16.85,-4.76,6.62,14.11,23.18,15.06,14.76,1.74,0.28,-0.58,4.68,31.08,25.31,34.28,38.82,2.09,-16.26,-16.35,3.20,14.76,15.04,23.18,0.00,5/8/2021,Electronics Equipment,Low,12.78,4,Carbon - Own Operations,Business Ethics,Human Capital,22.00,9.11,3.56,3.39,5.94,None,0,,,,
Copart Inc,US2172041061,CPRT,,,,,,,,,,,,,,,,,101.21,Overvalued,0.81,Medium,0.14,Strong,0.78,Wide,1.00,0.00,,,,,,"29,737.92",Mid Growth,125.70,1.26,130.96,78.55,1.12,1.03,36.31,26.27,8.01,15.06,13.99,19.49,0.62,23.10,30.47,A,36.65,28.43,,2.80,Industrials,Specialty Business Services,Industrials,,,0P000001HI,0C00000AQJ,United States,CPRT,26.27,27.62,18.39,16.30,15.08,16.70,19.56,17.28,14.99,15.86,18.88,26.34,30.60,32.80,35.23,31.19,42.11,31.10,22.34,20.24,27.20,32.63,20.26,0.00,5/8/2021,Business Support Services,Medium,22.71,3,Product Governance,"Emissions, Effluents and Waste",Data Privacy and Security,30.30,7.59,4.13,11.76,6.82,Low,1,Yes,,,
West Pharmaceutical Services Inc,US9553061055,WST,Active,1,1.61,215.00,Medium,150.50,290.25,Wide,,Stable,,No,No,Yes,No,Yes,220.60,Overvalued,0.64,Medium,0.13,Strong,0.76,Wide,1.00,0.12,6.56,7.04,7.63,7.18,0.19,"25,551.12",Mid Growth,346.11,3.92,349.29,204.89,0.97,0.99,18.69,21.63,16.69,10.32,8.93,23.80,31.03,21.52,13.11,A,62.39,50.48,4.48,1.61,Healthcare,Medical Instruments & Supplies,Health Care,,,0P000005WS,0C000009N9,United States,WST,21.63,17.23,11.11,9.24,8.08,8.86,8.50,10.19,10.61,8.05,11.14,10.98,25.49,20.20,16.28,15.46,12.57,13.41,9.65,13.64,13.73,11.66,11.79,0.00,5/8/2021,Medical Supplies,Low,19.30,4,Product Governance,Business Ethics,Human Capital,28.45,9.15,2.88,10.04,6.39,Low,1,Yes,,,
Laboratory Corp of America Holdings,US50540R4092,LH,Active,3,1.05,247.00,Medium,172.90,333.45,Narrow,,Positive,,Yes,No,No,No,No,242.58,Overvalued,0.94,Medium,0.10,Moderate,0.68,Narrow,0.98,0.00,,,,,,"25,313.09",Mid Value,259.09,-5.61,280.69,155.65,1.01,1.05,15.88,18.31,20.98,10.69,10.00,67.89,14.03,12.54,12.86,B,10.18,22.73,,10.41,Healthcare,Diagnostics & Research,Health Care,,,0P0000037R,0C0000080O,United States,LH,18.31,11.05,14.90,16.84,14.76,12.23,12.71,11.68,10.21,7.04,7.56,10.98,31.02,18.39,11.33,12.83,19.94,13.62,11.27,19.25,22.03,22.34,20.91,0.00,5/8/2021,Medical Services,Low,15.29,4,Product Governance,Business Ethics,Data Privacy and Security,28.00,12.71,0.67,7.67,6.94,Moderate,2,Yes,,,
Cerner Corp,US1567821046,CERN,Active,3,0.92,86.00,Medium,60.20,116.10,Wide,,Stable,,No,No,No,No,Yes,76.95,Fairly Valued,0.97,High,0.19,Strong,0.77,Wide,1.00,0.31,40.74,,,,1.01,"23,894.44",Mid Blend,79.30,3.26,84.20,65.78,0.73,0.74,18.01,13.91,-3.28,2.30,4.47,53.95,8.48,3.19,0.60,B,29.98,33.64,3.42,3.29,Healthcare,Health Information Services,Health Care,,,0P0000016M,0C0000079X,United States,CERN,13.91,13.96,13.44,12.26,12.71,13.54,14.25,12.28,14.71,13.20,14.03,17.49,19.70,17.73,11.45,12.97,19.90,16.32,14.51,15.61,13.28,15.44,14.55,0.00,5/8/2021,Health Care IT Services,Low,19.87,4,Human Capital,Data Privacy and Security,Business Ethics,30.30,10.43,0.14,12.89,6.84,Moderate,2,Yes,,,
Hess Corp,US42809H1077,HES,Active,1,1.55,57.00,High,34.20,88.35,Narrow,,Stable,,Yes,No,No,No,No,72.27,Overvalued,0.82,High,0.20,Moderate,0.44,Narrow,0.96,,0.00,0.00,0.00,9.60,1.13,"27,301.46",Mid Value,88.52,5.26,90.97,34.82,2.32,2.20,-61.07,-0.81,-28.14,-5.13,-6.80,,,12.15,-20.72,C,,,,-1.50,Energy,Oil & Gas E&P,Energy,,,0P000000BN,0C000009ES,United States,HES,-0.81,-16.89,16.88,5.71,11.75,8.39,8.54,18.11,8.66,-10.41,-25.23,-19.81,-6.37,-43.88,-4.49,-3.17,-32.21,-36.40,-14.70,9.88,22.06,10.23,9.67,0.00,5/8/2021,Oil & Gas Exploration and Production,Medium,29.56,3,Carbon - Products and Services,Carbon - Own Operations,"Emissions, Effluents and Waste",77.80,48.17,16.00,6.33,7.31,Moderate,2,Yes,,,
Fortive Corp,US34959J1088,FTV,Active,4,0.88,80.00,Medium,56.00,108.00,Narrow,,Stable,,No,No,Yes,No,Yes,68.50,Fairly Valued,0.98,Medium,0.15,Strong,0.72,Narrow,0.98,0.07,0.00,0.00,,,0.40,"23,757.72",Mid Blend,70.18,-0.51,75.00,54.28,1.21,1.14,32.53,13.80,1.54,-6.97,-5.59,13.71,8.51,6.89,34.52,B,17.18,,1.84,6.01,Technology,Scientific & Technical Instruments,Industrials,,,0P000186BK,0C0000B4EB,United States,FTV,13.80,12.37,,,,,,16.22,17.07,16.60,11.96,15.04,19.85,18.89,9.58,55.44,32.25,22.18,16.60,17.07,16.22,,,0.00,5/8/2021,Conglomerates,High,35.35,2,Product Governance,Human Capital,Business Ethics,56.60,21.25,15.63,14.18,5.53,Moderate,2,Yes,,,
Dollar Tree Inc,US2567461080,DLTR,Active,3,1.02,99.00,Medium,69.30,133.65,None,,Negative,,No,No,No,No,No,98.24,Fairly Valued,0.98,Low,0.08,Moderate,0.59,None,0.22,0.00,,,,,,"23,327.60",Mid Value,100.57,-9.58,120.37,84.41,0.76,0.87,,9.27,8.04,4.67,10.48,118.16,27.45,21.61,1.04,B,15.70,26.54,1.68,6.17,Consumer Defensive,Discount Stores,Consumer Discretionary,,,0P000001R5,0C00000AZT,United States,DLTR,9.27,8.77,14.95,16.83,20.13,23.43,29.39,35.00,31.26,29.55,9.21,9.80,21.09,19.82,13.90,-24.81,27.27,18.30,9.12,40.55,42.05,41.12,34.83,0.00,5/8/2021,Department Stores,Low,17.85,4,Human Capital,Carbon - Own Operations,Human Rights - Supply Chain,27.40,9.55,3.40,8.54,5.91,Moderate,2,Yes,,,
Generac Holdings Inc,US3687361044,GNRC,,,,,,,,,,,,,,,,,280.35,Overvalued,0.76,High,0.25,Moderate,0.58,Narrow,0.98,0.00,,,,,,"23,274.29",Mid Growth,369.70,22.87,377.01,110.34,0.90,0.90,17.95,20.75,12.74,13.96,13.54,71.07,23.73,23.66,35.54,B,46.10,26.35,7.60,1.93,Industrials,Specialty Industrial Machinery,Industrials,,,0P0000N9F7,0C000049WR,United States,GNRC,20.75,16.57,,,,27.34,9.01,14.53,13.36,6.78,8.39,13.10,35.75,28.84,28.25,33.51,33.23,22.20,16.27,43.28,44.71,15.13,53.66,0.00,5/8/2021,Electrical Equipment,High,30.77,2,Product Governance,Business Ethics,Human Capital,40.55,9.78,9.53,13.59,7.66,None,0,,,,
Western Digital Corp,US9581021055,WDC,Active,2,1.13,65.00,High,39.00,100.75,None,,Stable,,No,No,No,No,No,69.03,Overvalued,0.94,Medium,0.11,Moderate,0.46,None,0.06,0.00,-25.00,-9.14,-3.58,,,"22,453.80",Mid Value,73.27,1.95,78.19,33.53,1.76,1.60,-0.27,3.00,1.01,-4.30,2.81,-73.62,-60.44,-37.88,-6.62,C,65.42,43.12,0.33,1.57,Technology,Computer Hardware,Information Technology,,,0P000005X1,0C000009NI,United States,WDC,3.00,0.16,35.97,14.16,31.57,13.35,20.78,10.31,15.66,12.99,1.93,3.38,3.62,-2.56,-7.01,5.88,3.52,2.38,16.22,19.32,12.59,24.50,14.24,0.00,5/8/2021,Technology Hardware,Low,12.09,4,Human Capital,Business Ethics,Carbon - Own Operations,29.70,17.61,2.24,4.24,5.60,Low,1,Yes,,,
Caesars Entertainment Inc,US12769G1004,CZR,Active,3,1.09,98.00,High,58.80,151.90,None,,Stable,,No,No,No,No,No,99.76,Overvalued,0.93,Medium,0.13,Moderate,0.31,None,0.09,0.00,,,,,,"22,349.54",Mid Growth,107.09,8.60,113.46,29.06,3.37,3.18,-46.98,-5.54,37.42,32.88,37.00,,,,25.30,F,,24.59,,-12.44,Consumer Cyclical,Resorts & Casinos,Consumer Discretionary,,,0P0001497T,0C0000AQHS,United States,CZR,-5.54,-4.89,,,,,,11.80,2.04,14.65,5.16,6.30,-72.17,-57.30,7.55,9.64,11.84,8.62,54.09,-12.70,25.00,,,0.63,5/8/2021,Casinos and Gaming,Medium,22.07,3,,,,41.80,19.54,,,,Moderate,2,Yes,,,
Fleetcor Technologies Inc,US3390411052,FLT,,,,,,,,,,,,,,,,,231.23,Overvalued,0.87,High,0.17,Moderate,0.62,Wide,0.99,0.00,,,,,,"22,186.82",Mid Blend,266.19,-2.47,295.36,214.88,1.48,1.45,36.94,10.67,-9.82,2.02,7.00,28.27,31.73,29.37,-0.68,B,31.91,29.73,,3.23,Technology,Information Technology Services,Information Technology,,,0P0000RXM7,0C00003PCU,United States,FLT,10.67,9.83,19.93,18.40,16.74,12.70,13.43,12.96,8.71,6.86,7.92,10.95,24.34,19.93,25.39,23.13,21.90,15.30,13.30,19.09,26.37,25.06,20.50,0.00,5/8/2021,Data Processing,Low,18.54,4,Data Privacy and Security,Human Capital,Business Ethics,28.95,10.41,0.14,11.23,7.17,Moderate,2,Yes,,,
United Rentals Inc,US9113631090,URI,,,,,,,,None,,,,,,,,,267.18,Overvalued,0.87,Medium,0.13,Moderate,0.48,Narrow,0.93,0.00,,,,,,"22,221.54",Mid Blend,307.02,-10.17,354.60,139.10,2.01,2.06,13.35,9.36,-8.78,8.70,7.96,122.55,67.36,6.36,19.63,C,26.36,12.15,1.28,4.13,Industrials,Rental & Leasing Services,Industrials,,,0P000005ND,0C00000CUK,United States,URI,9.36,9.14,-19.49,,,8.12,8.52,7.72,9.50,9.58,9.27,14.78,21.96,21.25,32.46,33.68,56.63,36.24,35.74,29.62,22.62,8.94,243.37,0.00,5/8/2021,Trading and Distribution,Low,16.81,4,Human Capital,Carbon - Own Operations,Product Governance,29.65,12.84,4.36,6.52,5.93,Low,1,Yes,,,
VeriSign Inc,US92343E1029,VRSN,Active,2,1.17,187.00,Medium,130.90,252.45,Wide,,Stable,,No,No,Yes,No,No,176.08,Overvalued,0.80,Medium,0.11,Strong,0.74,Wide,1.00,0.00,,,,,,"24,640.99",Mid Blend,218.80,-0.96,226.18,184.60,0.91,0.82,59.31,,2.71,2.78,3.61,-3.75,1.68,1.28,,A,39.70,32.24,8.91,2.53,Technology,Software - Infrastructure,Information Technology,,,0P000005QP,0C000009HS,United States,VRSN,,,-17.43,22.86,78.96,26.38,,,,,,,,,,,,,,,,,48.58,0.00,5/8/2021,Internet Software and Services,Medium,22.25,3,Data Privacy and Security,Human Capital,Business Ethics,33.85,11.60,3.04,12.87,6.34,Low,1,Yes,,,
Halliburton Co,US4062161017,HAL,Active,3,0.86,28.00,High,16.80,43.40,Narrow,,Negative,,Yes,No,Yes,No,No,26.41,Undervalued,1.10,High,0.22,Moderate,0.39,Narrow,0.88,,-56.25,-24.09,-15.24,-1.33,0.75,"21,442.23",Mid Blend,24.10,4.71,25.00,10.60,3.02,2.84,-22.29,-8.03,-35.54,-11.19,-9.38,26.01,1.74,-8.66,-16.15,C,,102.54,0.85,-8.26,Energy,Oil & Gas Equipment & Services,Energy,,,0P000002KN,0C00000B6M,United States,HAL,-8.03,-14.12,23.13,11.36,15.23,18.73,14.70,11.33,16.63,-1.29,-20.08,-0.52,-29.30,-45.36,-12.90,18.56,-5.22,-46.34,-4.23,23.45,14.48,18.20,24.09,0.00,5/8/2021,Oil & Gas Equipment,Medium,24.07,3,Human Capital,Occupational Health and Safety,"Emissions, Effluents and Waste",50.65,23.93,10.85,8.57,7.29,Moderate,2,Yes,,,
Waters Corp,US9418481035,WAT,Active,1,1.74,197.00,Medium,137.90,265.95,Wide,,Stable,,No,No,Yes,No,Yes,234.38,Overvalued,0.68,High,0.17,Strong,0.72,Wide,1.00,0.00,,,,,,"21,167.59",Mid Blend,343.07,9.87,344.87,171.38,0.70,0.80,25.83,,-1.71,0.81,2.98,28.97,0.60,4.25,-49.04,A,32.65,115.82,3.48,2.88,Healthcare,Diagnostics & Research,Health Care,,,0P000005V9,0C000009LQ,United States,WAT,,33.89,25.32,24.64,23.66,22.18,19.91,16.52,14.14,13.87,13.81,0.78,,"6,575.94",87.67,31.24,0.90,23.92,23.73,23.60,27.86,34.26,37.73,0.00,5/8/2021,Laboratory Equipment and Services,Low,18.29,4,Product Governance,Human Capital,Business Ethics,28.95,10.92,1.48,10.67,5.88,None,0,,,,
Etsy Inc,US29786A1060,ETSY,,,,,,,,,,,,,,,,,122.52,Overvalued,0.73,High,0.28,Moderate,0.54,Narrow,0.80,0.00,,,,,,"21,273.16",Mid Growth,167.37,2.61,251.86,82.25,2.00,1.55,21.19,31.88,110.86,57.55,44.54,253.74,128.90,114.18,21.87,C,45.89,85.91,2.88,2.14,Consumer Cyclical,Internet Retail,Consumer Discretionary,,,0P00015OO6,0C0000AVF1,United States,ETSY,31.88,25.74,,,,,,-13.06,-23.42,-20.60,-6.57,19.74,91.39,63.90,23.75,19.42,22.04,-8.86,-27.20,-42.88,-19.89,,,0.00,5/8/2021,Online and Direct Marketing Retail,Medium,20.01,3,Product Governance,Business Ethics,Data Privacy and Security,28.85,8.84,4.07,9.06,6.89,Low,1,Yes,,,
Gartner Inc,US3666511072,IT,,,,,,,,Narrow,,,,,,,,,174.44,Overvalued,0.75,High,0.16,Moderate,0.63,Wide,0.99,0.00,,,,,,"20,120.39",Mid Growth,233.75,1.15,239.09,114.83,1.53,1.59,7.96,11.93,-3.44,7.37,13.64,96.77,78.63,52.53,4.26,B,58.40,233.17,,1.70,Technology,Information Technology Services,Information Technology,,,0P000002CR,0C000007T4,United States,IT,11.93,9.03,,22.59,25.33,36.41,38.53,35.04,33.74,30.18,,3.03,39.93,26.29,26.08,13.35,0.63,,"1,220.92",70.34,54.73,67.93,74.23,0.00,5/8/2021,Research and Consulting,Medium,23.51,3,Product Governance,Human Capital,Business Ethics,37.30,13.64,0.11,17.12,6.43,Low,1,Yes,,,
FirstEnergy Corp,US3379321074,FE,Active,4,0.91,42.00,Low,33.60,52.50,Narrow,,Stable,,No,Yes,No,No,No,38.56,Fairly Valued,1.01,Low,0.09,Moderate,0.59,Narrow,0.96,0.64,2.63,2.70,1.61,-3.38,4.09,"20,749.80",Mid Value,38.15,1.44,42.35,22.85,0.24,0.24,10.46,7.23,-2.22,-0.42,-6.41,,,-27.97,14.77,,15.67,26.06,3.93,6.34,Utilities,Utilities - Regulated Electric,Utilities,,,0P0000027S,0C000007OQ,United States,FE,7.23,6.56,8.30,7.37,4.94,5.38,4.33,3.03,2.74,3.60,-17.81,-4.41,18.91,15.18,13.24,18.39,-33.92,-66.20,4.65,2.38,3.04,5.84,8.11,,5/8/2021,Electric Utilities,High,34.51,2,Business Ethics,Occupational Health and Safety,"Emissions, Effluents and Waste",61.05,26.54,17.39,9.83,7.29,Significant,3,Yes,,,
Qorvo Inc,US74736K1016,QRVO,Active,3,1.01,180.00,High,108.00,279.00,None,,Stable,,No,No,No,No,No,167.49,Overvalued,0.92,Medium,0.13,Moderate,0.60,None,0.21,0.00,,,,,,"20,458.15",Mid Blend,181.71,6.26,201.68,104.57,1.41,1.39,,13.10,23.96,10.53,8.99,42.65,24.15,15.16,2.85,B,28.91,524.39,1.59,3.48,Technology,Semiconductors,Information Technology,,,0P000155WN,0C0000ASZG,United States,QRVO,13.10,13.10,,,,,,,2.15,5.75,-0.24,0.30,16.44,16.44,7.73,2.91,-0.83,-0.33,-0.52,5.73,1.87,,,0.00,5/8/2021,Semiconductor Design and Manufacturing,High,32.18,2,Resource Use,Human Capital,Business Ethics,52.55,20.37,16.08,8.91,7.19,None,0,,,,
Arista Networks Inc,US0404131064,ANET,Active,2,1.23,300.00,High,180.00,465.00,Narrow,,Positive,,No,No,No,No,Yes,299.66,Overvalued,0.81,Medium,0.12,Strong,0.79,Wide,0.99,0.00,,,,,,"28,075.74",Mid Blend,367.86,12.71,370.05,192.96,1.08,1.17,31.88,20.52,-3.87,12.08,22.57,-24.02,5.30,5.19,24.57,A,39.79,43.97,2.64,2.32,Technology,Computer Hardware,Information Technology,,,0P0001354B,0C0000AN8S,United States,ANET,20.52,19.19,,,,,10.44,11.54,18.03,17.05,18.52,29.34,21.48,20.42,34.12,17.24,30.50,19.30,17.73,21.96,49.08,74.49,,0.00,5/8/2021,Communications Equipment,Low,17.62,4,Human Capital,Business Ethics,Data Privacy and Security,27.90,10.28,0.41,9.06,8.16,Moderate,2,Yes,,,
Teledyne Technologies Inc,US8793601050,TDY,,,,,,,,,,,,,,,,,347.31,Overvalued,0.81,High,0.17,Strong,0.71,Wide,0.99,0.00,,,,,,"19,988.16",Mid Blend,429.48,0.85,457.79,289.19,1.11,1.13,15.22,8.63,-2.45,5.83,6.07,39.07,20.08,18.21,16.83,B,39.28,27.07,,2.49,Technology,Scientific & Technical Instruments,Industrials,,,0P000005CT,0C00000CKK,United States,TDY,8.63,10.96,14.72,12.89,12.68,22.69,11.79,10.82,11.17,10.05,9.74,9.76,13.28,13.52,16.27,15.98,12.98,13.17,14.13,15.02,14.12,15.43,28.91,0.00,5/8/2021,Aerospace and Defence,High,38.29,2,Product Governance,Carbon - Products and Services,Bribery and Corruption,51.65,13.36,11.68,18.79,7.82,Low,1,Yes,,,
Take-Two Interactive Software Inc,US8740541094,TTWO,Active,3,0.93,184.00,High,110.40,285.20,Narrow,,Stable,,No,No,Yes,No,No,173.41,Fairly Valued,1.01,High,0.16,Strong,0.81,Narrow,0.99,0.00,,,,,,"19,940.80",Mid Blend,171.65,2.79,214.91,135.07,0.39,0.56,,18.53,9.19,23.45,18.99,33.39,27.59,22.73,30.37,B,36.46,225.47,2.58,2.97,Communication Services,Electronic Gaming & Multimedia,Communication Services,,,0P000005AS,0C00000CIG,United States,TTWO,18.53,18.53,16.43,-20.06,,6.27,-13.31,-3.21,29.42,-24.39,-0.78,5.66,20.06,20.06,17.66,18.92,13.91,8.33,-1.45,-40.95,46.13,-4.98,-17.97,0.00,5/8/2021,Entertainment Software,Low,17.30,4,Human Capital,Data Privacy and Security,Business Ethics,26.00,8.70,0.18,11.81,5.31,None,0,,,,
Trimble Inc,US8962391004,TRMB,,,,,,,,Narrow,,,,,,,,,67.24,Overvalued,0.86,Medium,0.11,Moderate,0.66,Narrow,0.98,0.00,,,,,,"19,643.04",Mid Blend,78.27,2.57,84.87,41.34,1.50,1.53,12.55,9.95,-3.57,5.95,6.57,19.22,16.81,16.07,14.01,B,44.45,48.30,3.23,2.24,Technology,Scientific & Technical Instruments,Information Technology,,,0P000005IU,0C00000CQO,United States,TRMB,9.95,9.04,11.54,4.75,7.11,8.61,8.28,8.09,7.56,4.70,5.17,4.27,13.06,11.61,17.75,11.11,5.02,5.85,5.31,9.39,10.63,11.02,10.27,0.00,5/8/2021,Electronics Equipment,Low,13.22,4,Carbon - Own Operations,Human Capital,Business Ethics,22.10,9.21,3.74,3.83,5.33,Low,1,Yes,,,
Steris PLC,IE00BFY8C754,STE,Active,3,1.10,181.00,Medium,126.70,244.35,Narrow,,Stable,,Yes,No,No,No,Yes,168.10,Overvalued,0.85,Medium,0.11,Strong,0.72,Narrow,0.99,0.34,8.28,9.07,9.88,10.86,0.80,"19,819.74",Mid Blend,198.84,0.75,216.74,146.12,0.58,0.56,,8.13,2.53,5.85,6.78,19.77,15.52,14.65,6.32,A,41.22,40.26,2.38,2.33,Healthcare,Medical Instruments & Supplies,Health Care,,,0P0000054Y,0C00000CDZ,United States,STE,8.13,8.12,8.75,12.87,14.43,6.03,14.13,13.86,9.57,9.11,4.37,3.04,11.91,10.91,12.38,9.52,9.69,3.78,5.41,12.80,13.05,18.11,16.92,0.00,5/8/2021,Medical Devices,High,31.47,2,Product Governance,Business Ethics,Human Capital,45.10,13.63,4.31,16.56,10.60,Low,1,Yes,,,
Enphase Energy Inc,US29355A1079,ENPH,,,,,,,,,,,,,,,,,107.47,Overvalued,0.71,High,0.33,Moderate,0.53,None,0.43,0.00,,,,,,"20,628.95",Mid Growth,152.02,26.92,229.04,37.81,1.22,1.15,15.42,9.06,24.04,39.35,16.74,57.53,,,373.13,C,213.51,109.26,,0.44,Technology,Solar,Information Technology,,,0P0000VR78,0C00008TNA,United States,ENPH,9.06,24.62,,,,,,-42.16,-15.70,-35.59,-115.01,,18.45,35.44,115.11,,,-315.62,-49.96,-18.48,-53.51,,,0.00,5/8/2021,Electrical Equipment,Medium,29.75,3,Product Governance,Business Ethics,Human Capital,40.55,10.80,8.60,12.78,8.37,Low,1,Yes,,,
CarMax Inc,US1431301027,KMX,Active,3,0.91,129.00,High,77.40,199.95,Narrow,,Positive,,Yes,No,Yes,Yes,No,113.10,Fairly Valued,0.96,High,0.15,Moderate,0.50,Narrow,0.95,0.00,,,,,,"19,165.36",Mid Blend,117.47,-5.90,138.66,84.70,1.56,1.66,,1.50,-6.74,3.44,4.58,,,,13.17,C,25.48,18.26,1.20,3.85,Consumer Cyclical,Auto & Truck Dealerships,Consumer Discretionary,,,0P0000012P,0C00000765,United States,KMX,1.50,1.50,11.34,3.30,14.12,6.23,3.87,3.17,3.02,3.33,3.13,3.00,18.37,18.37,,25.25,20.67,20.85,,18.45,15.55,15.26,,0.00,5/8/2021,Automotive Retail,Low,13.12,4,Product Governance,Human Capital,Data Privacy and Security,19.70,6.58,0.12,8.90,4.10,Moderate,2,Yes,,,
Akamai Technologies Inc,US00971T1016,AKAM,Active,2,1.54,76.00,High,45.60,117.80,None,,Stable,,No,No,No,No,No,97.05,Overvalued,0.83,High,0.17,Moderate,0.68,None,0.47,0.00,,,,,,"19,019.50",Mid Blend,116.69,3.12,124.91,92.64,0.60,0.41,19.26,9.34,10.52,8.71,7.79,-2.64,7.75,14.90,9.70,B,32.08,38.44,1.85,3.05,Technology,Software - Infrastructure,Information Technology,,,0P0000007V,0C000009B7,United States,AKAM,9.34,8.89,7.91,7.45,8.39,8.96,8.88,11.63,10.00,8.96,8.51,5.66,14.75,14.09,13.96,9.10,6.76,10.11,10.60,11.98,11.80,9.06,9.27,0.00,5/8/2021,Internet Software and Services,Medium,21.34,3,Human Capital,Data Privacy and Security,Business Ethics,34.95,13.61,1.91,11.80,7.63,Low,1,Yes,,,
The Cooper Companies Inc,US2166484020,COO,Active,2,1.21,315.00,Medium,220.50,425.25,Narrow,,Stable,,No,No,Yes,No,Yes,323.08,Overvalued,0.85,Medium,0.12,Strong,0.71,Narrow,0.98,0.00,0.00,0.00,0.00,0.00,0.02,"18,789.57",Mid Blend,381.53,-1.97,415.96,268.92,0.80,0.82,10.96,33.94,-8.39,4.36,6.23,-58.16,-27.71,-6.41,6.18,A,8.69,48.30,2.87,12.43,Healthcare,Medical Instruments & Supplies,Health Care,,,0P000001HC,0C00000AQD,United States,COO,33.94,4.78,4.68,6.00,6.35,8.32,10.60,11.47,8.27,5.54,7.41,9.66,46.27,6.40,13.46,4.32,12.70,10.21,7.77,10.85,12.88,12.03,9.73,0.00,5/8/2021,Medical Supplies,Medium,20.84,3,Product Governance,Business Ethics,Human Capital,29.60,8.76,3.10,10.73,7.01,Moderate,2,Yes,,,
Ulta Beauty Inc,US90384S3031,ULTA,Active,2,1.36,244.00,High,146.40,378.20,Narrow,,Stable,,No,No,Yes,No,No,255.63,Overvalued,0.77,Medium,0.11,Moderate,0.62,Narrow,0.97,0.00,,,,,,"18,170.20",Mid Growth,331.83,2.33,351.72,186.01,1.81,1.70,,11.73,-16.84,1.49,9.41,-17.97,24.81,1.31,6.81,B,40.16,33.18,1.01,2.59,Consumer Cyclical,Specialty Retail,Consumer Discretionary,,,0P00009UPY,0C00000ULZ,United States,ULTA,11.73,4.55,10.75,8.43,15.13,20.57,24.44,25.18,22.66,22.80,23.74,27.34,26.93,9.01,37.93,36.64,33.40,27.38,23.79,22.85,22.66,25.16,24.36,0.00,5/8/2021,Specialty Retail,Low,16.91,4,Human Capital,Carbon - Own Operations,Human Rights - Supply Chain,24.80,7.89,3.74,7.34,5.82,Low,1,Yes,,,
